CustomerID,Gender,Age,Tenure,Contract,MonthlyCharges,InternetService,PaymentMethod,Churn,TotalCharges
CUST_002504,Female,27,72,Month-to-Month,83.98,DSL,Electronic Check,No,6161.73
CUST_002505,Female,57,70,Month-to-Month,102.95,DSL,Electronic Check,No,6906.99
CUST_002506,Male,51,3,Month-to-Month,119.81,No,Electronic Check,No,367.0
CUST_002507,Male,46,4,One Year,103.84,No,Electronic Check,No,433.06
CUST_002508,Female,50,47,Month-to-Month,75.75,DSL,Bank Transfer,No,3654.06
CUST_002509,Female,49,11,Month-to-Month,39.34,Fiber Optic,Bank Transfer,No,419.4
CUST_002510,Female,64,1,One Year,88.14,Fiber Optic,Credit Card,No,84.5
CUST_002511,Female,64,7,Month-to-Month,113.77,Fiber Optic,Bank Transfer,Yes,795.62
CUST_002512,Male,53,21,Two Year,41.19,Fiber Optic,Bank Transfer,No,904.47
CUST_002513,Female,57,38,Month-to-Month,45.6,No,Bank Transfer,Yes,1788.09
CUST_002514,Female,52,3,Two Year,34.9,DSL,Credit Card,No,105.36
CUST_002515,Male,38,2,Month-to-Month,93.67,DSL,Electronic Check,Yes,180.65
CUST_002516,Female,56,61,One Year,60.66,DSL,Electronic Check,No,3779.39
CUST_002517,Male,24,33,Month-to-Month,26.27,Fiber Optic,Bank Transfer,Yes,894.04
CUST_002518,Female,60,21,Two Year,107.49,DSL,Electronic Check,No,2355.5
CUST_002519,Female,27,35,Month-to-Month,75.77,Fiber Optic,Credit Card,Yes,2681.68
CUST_002520,Male,49,13,Month-to-Month,53.11,Fiber Optic,Bank Transfer,No,691.43
CUST_002521,Male,32,34,Two Year,54.4,Fiber Optic,Electronic Check,No,1871.64
CUST_002522,Female,53,11,Month-to-Month,49.03,Fiber Optic,Credit Card,Yes,563.24
CUST_002523,Female,44,6,Month-to-Month,65.55,DSL,Electronic Check,Yes,398.34
CUST_002524,Female,21,31,Month-to-Month,53.7,No,Credit Card,Yes,1624.35
CUST_002525,Male,51,13,One Year,74.79,No,Credit Card,No,985.51
CUST_002526,Female,36,95,Month-to-Month,97.35,DSL,Bank Transfer,No,9599.45
CUST_002527,Male,58,10,Month-to-Month,87.45,DSL,Electronic Check,Yes,880.36
CUST_002528,Male,45,61,Month-to-Month,49.45,No,Electronic Check,Yes,3017.26
CUST_002529,Female,50,64,One Year,72.87,DSL,Bank Transfer,No,4772.52
CUST_002530,Male,30,6,One Year,104.01,DSL,Credit Card,No,634.11
CUST_002531,Female,36,38,Month-to-Month,26.82,Fiber Optic,Electronic Check,Yes,973.98
CUST_002532,Female,38,13,Month-to-Month,27.83,DSL,Electronic Check,Yes,369.94
CUST_002533,Female,57,59,Month-to-Month,75.62,DSL,Electronic Check,Yes,4420.33
CUST_002534,Female,70,14,Month-to-Month,83.91,Fiber Optic,Bank Transfer,No,1226.53
CUST_002535,Female,32,32,Month-to-Month,41.14,Fiber Optic,Credit Card,Yes,1378.46
CUST_002536,Male,61,15,Month-to-Month,94.52,No,Electronic Check,No,1410.53
CUST_002537,Male,18,6,Month-to-Month,84.63,No,Electronic Check,No,531.58
CUST_002538,Female,27,5,Two Year,112.33,DSL,Bank Transfer,Yes,551.02
CUST_002539,Female,30,13,Month-to-Month,36.9,DSL,Credit Card,Yes,488.46
CUST_002540,Male,24,33,One Year,95.14,Fiber Optic,Credit Card,No,3006.2
CUST_002541,Male,21,22,Month-to-Month,28.36,Fiber Optic,Credit Card,No,601.77
CUST_002542,Male,51,28,Month-to-Month,76.53,DSL,Electronic Check,Yes,2220.95
CUST_002543,Male,41,7,Two Year,75.19,DSL,Mailed Check,No,547.06
CUST_002544,Female,50,15,Month-to-Month,58.84,DSL,Credit Card,No,885.48
CUST_002545,Female,55,1,Month-to-Month,104.46,Fiber Optic,Credit Card,Yes,102.79
CUST_002546,Male,48,40,One Year,20.44,DSL,Bank Transfer,No,813.6
CUST_002547,Female,54,110,Month-to-Month,72.02,No,Bank Transfer,No,8215.02
CUST_002548,Male,43,12,Month-to-Month,41.72,DSL,Credit Card,Yes,486.17
CUST_002549,Female,27,1,Month-to-Month,94.35,No,Mailed Check,Yes,92.41
CUST_002550,Male,60,4,Month-to-Month,24.31,No,Electronic Check,Yes,100.02
CUST_002551,Female,36,25,One Year,103.16,Fiber Optic,Bank Transfer,Yes,2691.26
CUST_002552,Male,30,22,Month-to-Month,103.81,Fiber Optic,Credit Card,No,2190.85
CUST_002553,Male,42,37,Month-to-Month,103.29,Fiber Optic,Bank Transfer,Yes,3937.82
CUST_002554,Female,31,7,Month-to-Month,35.26,DSL,Credit Card,No,250.4
CUST_002555,Male,38,34,Month-to-Month,83.04,DSL,Mailed Check,No,2747.35
CUST_002556,Female,50,27,Two Year,21.44,Fiber Optic,Electronic Check,No,593.69
CUST_002557,Female,50,9,Month-to-Month,104.8,Fiber Optic,Electronic Check,Yes,964.7
CUST_002558,Male,31,18,Two Year,92.3,Fiber Optic,Credit Card,No,1601.93
CUST_002559,Female,37,3,One Year,73.12,Fiber Optic,Mailed Check,No,219.41
CUST_002560,Female,61,14,One Year,93.06,Fiber Optic,Electronic Check,No,1336.49
CUST_002561,Female,52,51,Month-to-Month,29.43,Fiber Optic,Credit Card,Yes,1454.63
CUST_002562,Female,75,13,Month-to-Month,72.87,Fiber Optic,Mailed Check,No,943.78
CUST_002563,Female,62,43,Two Year,49.13,Fiber Optic,Credit Card,No,2032.47
CUST_002564,Male,62,21,Two Year,117.26,No,Bank Transfer,No,2414.89
CUST_002565,Female,24,5,Month-to-Month,105.71,Fiber Optic,Electronic Check,Yes,513.64
CUST_002566,Female,56,20,Month-to-Month,93.33,Fiber Optic,Bank Transfer,No,1867.55
CUST_002567,Female,44,16,Month-to-Month,113.37,Fiber Optic,Credit Card,No,1748.84
CUST_002568,Female,36,12,Two Year,54.68,Fiber Optic,Electronic Check,No,648.49
CUST_002569,Female,47,3,Month-to-Month,110.09,Fiber Optic,Credit Card,Yes,322.84
CUST_002570,Male,59,12,One Year,52.52,DSL,Electronic Check,No,645.75
CUST_002571,Female,52,1,One Year,93.28,No,Mailed Check,No,95.14
CUST_002572,Male,31,2,One Year,93.64,DSL,Mailed Check,No,179.69
CUST_002573,Male,56,12,One Year,21.83,Fiber Optic,Credit Card,No,273.84
CUST_002574,Male,35,8,Month-to-Month,56.11,DSL,Bank Transfer,No,459.86
CUST_002575,Male,48,62,Two Year,21.94,DSL,Mailed Check,No,1376.05
CUST_002576,Female,40,11,One Year,119.71,Fiber Optic,Credit Card,Yes,1313.87
CUST_002577,Male,41,34,One Year,32.22,Fiber Optic,Electronic Check,Yes,1060.2
CUST_002578,Male,56,18,Month-to-Month,74.28,No,Electronic Check,Yes,1398.81
CUST_002579,Female,29,29,One Year,99.06,DSL,Electronic Check,No,2731.36
CUST_002580,Female,74,7,Month-to-Month,40.13,DSL,Bank Transfer,Yes,286.32
CUST_002581,Female,18,68,Month-to-Month,68.51,DSL,Bank Transfer,Yes,4662.15
CUST_002582,Male,36,18,One Year,80.74,Fiber Optic,Credit Card,No,1511.83
CUST_002583,Female,50,42,Month-to-Month,36.02,No,Mailed Check,Yes,1494.79
CUST_002584,Female,53,10,One Year,97.86,Fiber Optic,Electronic Check,No,980.42
CUST_002585,Male,43,2,Month-to-Month,49.93,Fiber Optic,Credit Card,No,102.28
CUST_002586,Female,44,26,One Year,41.1,No,Electronic Check,Yes,1020.25
CUST_002587,Female,51,1,Month-to-Month,75.83,DSL,Credit Card,Yes,72.45
CUST_002588,Female,41,15,One Year,61.03,Fiber Optic,Electronic Check,No,889.06
CUST_002589,Female,65,5,Month-to-Month,112.03,Fiber Optic,Electronic Check,Yes,540.34
CUST_002590,Male,57,23,One Year,108.01,DSL,Mailed Check,No,2361.62
CUST_002591,Female,58,93,Two Year,68.34,DSL,Electronic Check,No,6433.79
CUST_002592,Female,30,14,Month-to-Month,55.93,DSL,Electronic Check,No,806.19
CUST_002593,Male,43,40,Month-to-Month,52.55,No,Mailed Check,Yes,2198.09
CUST_002594,Female,40,17,One Year,46.76,Fiber Optic,Electronic Check,No,790.22
CUST_002595,Male,29,16,One Year,74.45,No,Electronic Check,No,1164.96
CUST_002596,Female,50,63,One Year,100.5,Fiber Optic,Electronic Check,No,6561.9
CUST_002597,Male,36,52,One Year,51.08,Fiber Optic,Mailed Check,No,2747.64
CUST_002598,Male,54,36,Month-to-Month,39.01,Fiber Optic,Mailed Check,No,1421.89
CUST_002599,Male,28,8,Month-to-Month,67.55,No,Electronic Check,No,528.14
CUST_002600,Male,70,18,Month-to-Month,26.9,DSL,Bank Transfer,Yes,503.98
CUST_002601,Female,31,6,Month-to-Month,90.13,DSL,Bank Transfer,Yes,523.39
CUST_002602,Male,48,14,One Year,71.84,Fiber Optic,Bank Transfer,No,959.86
CUST_002603,Female,56,15,Month-to-Month,69.64,No,Mailed Check,Yes,1075.58
CUST_002604,Male,36,42,Two Year,50.04,No,Electronic Check,No,2115.06
CUST_002605,Male,57,54,Two Year,110.47,Fiber Optic,Mailed Check,No,5814.14
CUST_002606,Male,26,12,Two Year,29.05,DSL,Credit Card,No,354.56
CUST_002607,Female,66,1,Two Year,106.98,DSL,Mailed Check,No,109.83
CUST_002608,Male,45,47,Month-to-Month,57.67,No,Electronic Check,No,2803.88
CUST_002609,Female,36,4,Two Year,108.06,Fiber Optic,Electronic Check,Yes,422.82
CUST_002610,Female,40,23,Month-to-Month,92.88,DSL,Credit Card,No,2034.89
CUST_002611,Female,57,1,Month-to-Month,30.42,No,Bank Transfer,Yes,30.45
CUST_002612,Female,36,12,One Year,103.15,DSL,Electronic Check,No,1281.88
CUST_002613,Female,33,102,Month-to-Month,88.22,Fiber Optic,Electronic Check,No,8735.52
CUST_002614,Female,41,2,Two Year,23.23,Fiber Optic,Credit Card,No,46.09
CUST_002615,Female,27,13,One Year,33.37,DSL,Electronic Check,No,423.24
CUST_002616,Female,72,8,One Year,83.56,DSL,Bank Transfer,No,635.95
CUST_002617,Female,36,56,Month-to-Month,86.26,DSL,Bank Transfer,No,5023.07
CUST_002618,Male,57,48,One Year,94.67,Fiber Optic,Mailed Check,No,4378.32
CUST_002619,Male,48,6,Month-to-Month,92.02,Fiber Optic,Electronic Check,No,566.85
CUST_002620,Male,30,2,Two Year,85.95,DSL,Electronic Check,Yes,169.26
CUST_002621,Male,44,23,Month-to-Month,96.62,No,Credit Card,No,2172.86
CUST_002622,Male,56,9,One Year,77.51,DSL,Bank Transfer,No,728.36
CUST_002623,Female,42,26,Month-to-Month,46.08,DSL,Credit Card,No,1216.91
CUST_002624,Female,62,1,Month-to-Month,111.24,DSL,Bank Transfer,No,113.32
CUST_002625,Female,60,3,Month-to-Month,21.82,DSL,Credit Card,Yes,67.16
CUST_002626,Female,58,27,Month-to-Month,56.66,No,Credit Card,No,1505.49
CUST_002627,Female,38,5,One Year,92.89,DSL,Mailed Check,No,467.41
CUST_002628,Female,28,46,Month-to-Month,62.72,Fiber Optic,Electronic Check,No,2818.83
CUST_002629,Female,35,1,Month-to-Month,22.48,No,Bank Transfer,Yes,23.23
CUST_002630,Male,47,5,One Year,26.6,Fiber Optic,Bank Transfer,No,134.32
CUST_002631,Male,53,120,Month-to-Month,84.86,Fiber Optic,Mailed Check,No,9921.91
CUST_002632,Male,18,13,Month-to-Month,116.49,No,Credit Card,No,1574.91
CUST_002633,Male,44,29,Two Year,75.19,Fiber Optic,Electronic Check,No,2198.14
CUST_002634,Female,47,4,Month-to-Month,70.68,DSL,Electronic Check,Yes,282.58
CUST_002635,Female,40,22,Month-to-Month,51.83,Fiber Optic,Bank Transfer,No,1087.18
CUST_002636,Female,64,31,Month-to-Month,45.67,No,Electronic Check,Yes,1473.79
CUST_002637,Male,51,9,Month-to-Month,22.1,Fiber Optic,Mailed Check,No,207.9
CUST_002638,Female,64,42,Month-to-Month,47.3,Fiber Optic,Credit Card,Yes,1999.04
CUST_002639,Female,41,22,Month-to-Month,64.91,No,Bank Transfer,Yes,1419.81
CUST_002640,Female,59,11,One Year,39.79,Fiber Optic,Credit Card,No,431.54
CUST_002641,Male,69,19,Month-to-Month,28.73,DSL,Bank Transfer,Yes,533.21
CUST_002642,Female,64,20,Month-to-Month,91.77,DSL,Bank Transfer,No,1849.08
CUST_002643,Male,28,4,Month-to-Month,109.46,Fiber Optic,Bank Transfer,Yes,421.56
CUST_002644,Male,41,12,One Year,113.68,DSL,Electronic Check,No,1421.34
CUST_002645,Male,39,10,Two Year,81.8,No,Bank Transfer,No,791.49
CUST_002646,Male,52,12,Month-to-Month,25.28,Fiber Optic,Electronic Check,No,310.81
CUST_002647,Female,55,34,Two Year,94.09,Fiber Optic,Credit Card,No,3137.28
CUST_002648,Male,32,15,Month-to-Month,31.01,Fiber Optic,Electronic Check,Yes,452.41
CUST_002649,Male,46,67,Month-to-Month,86.97,Fiber Optic,Electronic Check,Yes,5860.71
CUST_002650,Female,18,8,Month-to-Month,97.94,Fiber Optic,Bank Transfer,No,804.29
CUST_002651,Female,66,12,Month-to-Month,92.59,DSL,Bank Transfer,No,1136.27
CUST_002652,Male,37,37,Month-to-Month,115.19,Fiber Optic,Electronic Check,No,4148.56
CUST_002653,Female,45,18,Month-to-Month,93.81,No,Electronic Check,No,1659.96
CUST_002654,Male,40,19,Month-to-Month,89.32,Fiber Optic,Credit Card,No,1759.67
CUST_002655,Male,62,1,Month-to-Month,46.17,Fiber Optic,Mailed Check,Yes,47.2
CUST_002656,Male,18,12,Month-to-Month,112.48,DSL,Electronic Check,Yes,1378.47
CUST_002657,Male,44,7,Month-to-Month,37.95,No,Mailed Check,No,259.51
CUST_002658,Female,43,120,Two Year,110.49,No,Electronic Check,Yes,13645.96
CUST_002659,Male,38,8,Month-to-Month,51.27,Fiber Optic,Electronic Check,No,404.35
CUST_002660,Female,70,51,One Year,33.02,Fiber Optic,Credit Card,Yes,1667.41
CUST_002661,Female,31,27,One Year,102.67,Fiber Optic,Mailed Check,No,2713.2
CUST_002662,Female,56,10,Month-to-Month,20.25,Fiber Optic,Electronic Check,No,194.83
CUST_002663,Female,50,18,Month-to-Month,103.21,No,Credit Card,No,1842.99
CUST_002664,Male,63,44,Month-to-Month,46.23,DSL,Credit Card,No,1935.86
CUST_002665,Female,34,51,One Year,108.47,Fiber Optic,Electronic Check,No,5507.58
CUST_002666,Male,34,4,Month-to-Month,89.15,DSL,Mailed Check,Yes,364.62
CUST_002667,Female,61,9,Month-to-Month,86.62,DSL,Credit Card,Yes,815.5
CUST_002668,Female,51,9,Month-to-Month,56.53,Fiber Optic,Mailed Check,No,487.33
CUST_002669,Male,21,1,Two Year,25.94,DSL,Bank Transfer,No,25.37
CUST_002670,Male,36,21,Month-to-Month,103.01,Fiber Optic,Bank Transfer,Yes,2161.94
CUST_002671,Male,50,46,One Year,37.09,DSL,Mailed Check,No,1649.9
CUST_002672,Female,57,11,Month-to-Month,57.23,Fiber Optic,Bank Transfer,No,605.41
CUST_002673,Female,34,32,Two Year,80.04,DSL,Mailed Check,Yes,2549.07
CUST_002674,Male,18,23,Month-to-Month,68.23,Fiber Optic,Electronic Check,No,1581.96
CUST_002675,Male,52,11,Month-to-Month,39.87,Fiber Optic,Credit Card,No,452.61
CUST_002676,Male,26,3,Two Year,34.06,No,Electronic Check,Yes,107.27
CUST_002677,Male,18,29,One Year,32.32,No,Mailed Check,No,962.99
CUST_002678,Female,18,46,Month-to-Month,106.3,DSL,Bank Transfer,No,4753.54
CUST_002679,Male,57,27,Month-to-Month,23.16,DSL,Bank Transfer,No,640.83
CUST_002680,Male,46,1,One Year,117.7,Fiber Optic,Mailed Check,No,118.14
CUST_002681,Male,41,5,Two Year,39.85,Fiber Optic,Bank Transfer,Yes,198.27
CUST_002682,Male,65,1,Month-to-Month,31.03,DSL,Electronic Check,Yes,32.38
CUST_002683,Female,54,20,One Year,77.7,DSL,Bank Transfer,No,1585.41
CUST_002684,Male,69,33,One Year,28.0,Fiber Optic,Credit Card,No,940.79
CUST_002685,Female,24,2,Month-to-Month,80.25,No,Credit Card,Yes,152.66
CUST_002686,Male,44,43,One Year,105.06,No,Bank Transfer,No,4682.5
CUST_002687,Male,20,19,Month-to-Month,24.79,DSL,Electronic Check,No,484.82
CUST_002688,Female,41,28,Two Year,99.99,Fiber Optic,Electronic Check,No,2743.43
CUST_002689,Male,41,85,One Year,59.45,DSL,Electronic Check,No,4948.2
CUST_002690,Female,54,2,One Year,35.95,Fiber Optic,Bank Transfer,No,68.69
CUST_002691,Female,45,55,Month-to-Month,37.61,Fiber Optic,Electronic Check,Yes,1975.64
CUST_002692,Male,54,3,Month-to-Month,111.88,Fiber Optic,Credit Card,Yes,341.3
CUST_002693,Female,55,11,Month-to-Month,31.06,Fiber Optic,Credit Card,Yes,330.94
CUST_002694,Female,75,45,One Year,106.68,DSL,Electronic Check,No,5003.93
CUST_002695,Female,40,56,One Year,74.42,Fiber Optic,Bank Transfer,No,4310.22
CUST_002696,Female,30,16,Month-to-Month,23.91,No,Credit Card,No,376.78
CUST_002697,Female,48,21,One Year,66.45,DSL,Electronic Check,No,1378.71
CUST_002698,Female,32,29,Two Year,101.74,DSL,Bank Transfer,No,2899.5
CUST_002699,Female,67,42,Month-to-Month,92.62,Fiber Optic,Mailed Check,Yes,3731.48
CUST_002700,Female,40,3,Month-to-Month,68.88,Fiber Optic,Electronic Check,No,196.96
CUST_002701,Male,36,39,One Year,106.0,No,Bank Transfer,No,4114.21
CUST_002702,Male,37,15,Month-to-Month,32.04,Fiber Optic,Credit Card,Yes,501.89
CUST_002703,Female,55,14,One Year,110.99,Fiber Optic,Mailed Check,No,1618.69
CUST_002704,Male,42,13,Month-to-Month,104.64,Fiber Optic,Bank Transfer,No,1402.47
CUST_002705,Female,35,17,Two Year,90.83,No,Electronic Check,No,1563.97
CUST_002706,Female,69,69,Month-to-Month,101.79,Fiber Optic,Credit Card,Yes,7273.7
CUST_002707,Male,32,19,Month-to-Month,74.38,No,Credit Card,No,1415.35
CUST_002708,Female,45,73,Month-to-Month,87.52,DSL,Electronic Check,Yes,6184.62
CUST_002709,Female,54,4,Month-to-Month,76.06,Fiber Optic,Credit Card,Yes,309.84
CUST_002710,Female,20,30,Month-to-Month,55.54,Fiber Optic,Electronic Check,No,1736.29
CUST_002711,Female,52,40,Month-to-Month,76.89,DSL,Electronic Check,No,2927.85
CUST_002712,Male,29,27,Two Year,45.75,DSL,Bank Transfer,No,1204.55
CUST_002713,Female,57,22,Two Year,64.03,Fiber Optic,Mailed Check,No,1375.62
CUST_002714,Female,30,19,Month-to-Month,48.08,Fiber Optic,Bank Transfer,No,876.89
CUST_002715,Female,55,47,One Year,32.29,No,Bank Transfer,No,1475.97
CUST_002716,Male,61,41,Month-to-Month,52.19,Fiber Optic,Electronic Check,No,2114.96
CUST_002717,Female,57,3,Two Year,105.2,DSL,Electronic Check,No,329.48
CUST_002718,Male,48,45,One Year,58.11,Fiber Optic,Mailed Check,No,2709.16
CUST_002719,Male,41,12,Month-to-Month,94.8,DSL,Electronic Check,Yes,1188.34
CUST_002720,Female,36,7,One Year,37.52,Fiber Optic,Electronic Check,No,252.67
CUST_002721,Female,67,48,One Year,62.44,Fiber Optic,Electronic Check,No,2855.67
CUST_002722,Male,34,13,Month-to-Month,31.49,No,Credit Card,No,393.4
CUST_002723,Female,29,39,Two Year,33.86,Fiber Optic,Credit Card,No,1375.25
CUST_002724,Male,54,7,Two Year,81.74,No,Electronic Check,No,552.58
CUST_002725,Male,33,1,Month-to-Month,80.75,Fiber Optic,Electronic Check,No,81.34
CUST_002726,Female,30,16,One Year,41.34,Fiber Optic,Bank Transfer,No,643.42
CUST_002727,Female,23,2,Two Year,67.44,Fiber Optic,Credit Card,No,128.41
CUST_002728,Male,37,33,Month-to-Month,106.33,Fiber Optic,Electronic Check,No,3363.14
CUST_002729,Male,43,7,Month-to-Month,37.42,DSL,Credit Card,No,267.44
CUST_002730,Male,48,14,Month-to-Month,21.92,No,Bank Transfer,No,297.13
CUST_002731,Male,59,2,Two Year,85.2,Fiber Optic,Credit Card,Yes,165.78
CUST_002732,Female,52,8,One Year,25.35,DSL,Electronic Check,No,200.31
CUST_002733,Female,42,36,Month-to-Month,117.99,No,Credit Card,No,4314.43
CUST_002734,Female,42,3,Two Year,80.96,DSL,Mailed Check,No,242.14
CUST_002735,Female,52,25,One Year,67.04,No,Credit Card,No,1750.52
CUST_002736,Female,64,59,Two Year,63.0,DSL,Mailed Check,No,3692.54
CUST_002737,Male,46,27,Month-to-Month,77.31,Fiber Optic,Bank Transfer,Yes,2024.57
CUST_002738,Female,37,39,Month-to-Month,29.06,Fiber Optic,Credit Card,Yes,1137.44
CUST_002739,Female,30,2,One Year,113.0,Fiber Optic,Bank Transfer,No,224.89
CUST_002740,Female,23,6,Month-to-Month,82.56,DSL,Bank Transfer,No,509.58
CUST_002741,Female,54,53,One Year,38.4,DSL,Mailed Check,No,2123.76
CUST_002742,Female,53,30,Two Year,76.26,DSL,Credit Card,No,2364.74
CUST_002743,Male,53,24,Month-to-Month,33.33,No,Credit Card,Yes,791.04
CUST_002744,Male,43,26,Two Year,21.76,DSL,Electronic Check,No,549.7
CUST_002745,Male,66,12,Month-to-Month,83.05,Fiber Optic,Bank Transfer,No,1037.91
CUST_002746,Female,37,1,Month-to-Month,84.85,No,Credit Card,No,83.88
CUST_002747,Male,59,36,Month-to-Month,78.37,No,Bank Transfer,No,2897.55
CUST_002748,Male,44,27,Month-to-Month,38.35,DSL,Credit Card,Yes,1086.14
CUST_002749,Female,35,15,Month-to-Month,80.34,No,Credit Card,Yes,1214.43
CUST_002750,Female,53,55,Two Year,25.65,DSL,Credit Card,No,1407.91
CUST_002751,Female,51,9,One Year,80.92,Fiber Optic,Bank Transfer,No,742.84
CUST_002752,Male,50,8,Month-to-Month,75.4,Fiber Optic,Credit Card,No,584.74
CUST_002753,Male,46,49,One Year,85.53,DSL,Credit Card,No,4186.04
CUST_002754,Female,44,38,Month-to-Month,109.55,DSL,Credit Card,No,4084.78
CUST_002755,Female,75,17,Month-to-Month,105.04,Fiber Optic,Electronic Check,No,1725.72
CUST_002756,Male,62,3,One Year,118.07,Fiber Optic,Electronic Check,No,358.11
CUST_002757,Male,55,5,One Year,117.62,No,Bank Transfer,No,592.55
CUST_002758,Female,46,25,One Year,97.23,Fiber Optic,Bank Transfer,No,2494.24
CUST_002759,Female,60,11,Month-to-Month,115.64,No,Electronic Check,No,1319.48
CUST_002760,Male,52,43,One Year,106.73,Fiber Optic,Electronic Check,No,4461.06
CUST_002761,Female,45,71,One Year,92.76,No,Electronic Check,Yes,6770.17
CUST_002762,Male,40,39,Two Year,27.54,Fiber Optic,Credit Card,No,1059.82
CUST_002763,Male,43,11,Month-to-Month,24.9,No,Credit Card,No,277.43
CUST_002764,Male,18,37,One Year,103.76,DSL,Credit Card,No,3973.58
CUST_002765,Male,48,10,One Year,68.97,Fiber Optic,Mailed Check,No,672.88
CUST_002766,Female,37,4,Two Year,101.46,DSL,Mailed Check,No,409.94
CUST_002767,Female,68,1,Month-to-Month,51.29,DSL,Mailed Check,Yes,51.19
CUST_002768,Male,45,11,Month-to-Month,59.76,Fiber Optic,Mailed Check,No,676.46
CUST_002769,Male,27,56,Month-to-Month,90.02,Fiber Optic,Bank Transfer,Yes,5140.55
CUST_002770,Male,44,6,Month-to-Month,111.53,DSL,Mailed Check,Yes,687.22
CUST_002771,Male,29,5,Month-to-Month,28.78,Fiber Optic,Electronic Check,Yes,140.85
CUST_002772,Male,52,84,Month-to-Month,106.15,Fiber Optic,Mailed Check,Yes,9098.82
CUST_002773,Female,49,1,One Year,99.3,DSL,Electronic Check,Yes,100.35
CUST_002774,Female,59,36,Month-to-Month,51.55,Fiber Optic,Electronic Check,Yes,1847.76
CUST_002775,Female,33,9,Month-to-Month,55.52,Fiber Optic,Mailed Check,No,493.6
CUST_002776,Female,45,1,Month-to-Month,24.65,DSL,Electronic Check,No,24.23
CUST_002777,Male,24,59,Month-to-Month,21.57,Fiber Optic,Mailed Check,No,1210.23
CUST_002778,Male,55,3,Two Year,67.7,Fiber Optic,Electronic Check,No,196.39
CUST_002779,Male,52,19,One Year,29.55,No,Bank Transfer,No,536.69
CUST_002780,Male,52,7,Two Year,39.4,DSL,Credit Card,Yes,285.41
CUST_002781,Male,45,1,Month-to-Month,104.68,No,Bank Transfer,Yes,108.45
CUST_002782,Female,51,1,Two Year,77.1,DSL,Bank Transfer,Yes,79.77
CUST_002783,Male,69,2,Month-to-Month,83.36,Fiber Optic,Credit Card,Yes,172.02
CUST_002784,Female,40,1,One Year,38.75,DSL,Mailed Check,No,37.67
CUST_002785,Female,47,34,Month-to-Month,102.87,No,Electronic Check,Yes,3494.71
CUST_002786,Female,28,15,One Year,106.8,Fiber Optic,Electronic Check,No,1667.34
CUST_002787,Female,31,10,One Year,72.33,DSL,Mailed Check,No,742.09
CUST_002788,Male,46,13,Month-to-Month,111.26,DSL,Bank Transfer,No,1374.32
CUST_002789,Female,61,63,Month-to-Month,104.48,DSL,Electronic Check,No,6555.53
CUST_002790,Female,41,57,One Year,93.13,DSL,Credit Card,No,5048.65
CUST_002791,Female,41,30,Month-to-Month,93.41,Fiber Optic,Electronic Check,Yes,2740.83
CUST_002792,Male,38,51,Month-to-Month,30.54,Fiber Optic,Credit Card,No,1547.53
CUST_002793,Male,36,9,Month-to-Month,47.08,No,Credit Card,No,440.37
CUST_002794,Male,49,11,Month-to-Month,26.68,No,Credit Card,Yes,298.01
CUST_002795,Female,22,22,Two Year,20.87,Fiber Optic,Credit Card,No,452.83
CUST_002796,Female,64,23,Month-to-Month,35.83,DSL,Electronic Check,No,823.32
CUST_002797,Male,35,15,Month-to-Month,108.05,Fiber Optic,Bank Transfer,No,1672.19
CUST_002798,Female,55,12,Two Year,43.99,Fiber Optic,Electronic Check,No,517.3
CUST_002799,Male,25,102,One Year,117.02,Fiber Optic,Credit Card,No,12073.35
CUST_002800,Male,55,41,Month-to-Month,79.73,Fiber Optic,Electronic Check,Yes,3191.21
CUST_002801,Female,55,13,Two Year,43.73,No,Electronic Check,No,567.35
CUST_002802,Female,50,31,Month-to-Month,69.71,No,Credit Card,No,2058.29
CUST_002803,Female,30,7,Month-to-Month,41.91,DSL,Electronic Check,No,303.7
CUST_002804,Female,48,2,Two Year,118.4,DSL,Electronic Check,Yes,226.1
CUST_002805,Male,27,10,Two Year,104.73,No,Mailed Check,Yes,1018.43
CUST_002806,Male,41,12,Month-to-Month,22.62,No,Bank Transfer,Yes,266.92
CUST_002807,Male,60,1,Month-to-Month,114.78,DSL,Bank Transfer,No,116.22
CUST_002808,Male,56,40,Month-to-Month,92.11,Fiber Optic,Bank Transfer,Yes,3765.47
CUST_002809,Male,45,10,Month-to-Month,28.24,Fiber Optic,Credit Card,No,270.55
CUST_002810,Female,30,20,Month-to-Month,87.06,Fiber Optic,Electronic Check,No,1661.71
CUST_002811,Male,54,1,Month-to-Month,84.69,DSL,Bank Transfer,Yes,87.22
CUST_002812,Male,45,4,Two Year,41.88,No,Bank Transfer,No,171.07
CUST_002813,Male,18,52,Two Year,95.84,Fiber Optic,Bank Transfer,No,5148.91
CUST_002814,Female,56,22,Month-to-Month,28.71,DSL,Mailed Check,No,642.77
CUST_002815,Female,44,72,One Year,68.94,Fiber Optic,Electronic Check,No,5088.27
CUST_002816,Female,63,120,Month-to-Month,20.99,Fiber Optic,Electronic Check,No,2488.33
CUST_002817,Female,28,11,Month-to-Month,116.87,No,Electronic Check,Yes,1297.16
CUST_002818,Male,18,8,Month-to-Month,95.16,DSL,Electronic Check,No,784.53
CUST_002819,Male,49,46,One Year,35.89,No,Electronic Check,No,1596.81
CUST_002820,Female,49,120,Month-to-Month,54.17,DSL,Mailed Check,No,6450.23
